day,gurkor,guitars,slingshots,stocks,sugar,water,tranquillity
71,6.265970351202417,2.783668215089582,2.101382312509434,10.04881491730489,3.5729942119788074,3.916790737146452,7.59910181485739
72,6.2629440782012145,2.7785144822073846,2.101583096217564,9.981701637108767,3.5662097023936377,3.91088040226849,7.57339560278281
73,6.253095510561771,2.7770396981192165,2.102787274102699,10.094562265748136,3.572241206309433,3.9103425219865,7.559065134733461
74,6.245505918137119,2.7677990899876534,2.1059940320296917,10.04576153634553,3.5427110977011322,3.9053176513756545,7.561934058652
75,6.254611989753037,2.7614924516674964,2.1127873591717843,10.012548065032531,3.5578946235629263,3.9010039066684468,7.560499773949848
76,6.256885810946744,2.7614924516674964,2.1207432583375465,9.958536575561501,3.5480349605376595,3.9010039066684468,7.55332302786896
77,6.247784056900885,2.7644626160082675,2.116372334989846,9.962617948511541,3.576756143598751,3.897404367168343,7.556194791787213
78,6.24930221514498,2.7592620946474504,2.119552352629132,9.90064271163593,3.5594083383537622,3.893980789032404,7.5360624945145105
79,6.247784056900885,2.770020498587433,2.12252798531316,9.996540600990194,3.5782594740280578,3.9033412892137855,7.5475752293173946
80,6.255370049777752,2.7715001494234777,2.1282655191874853,9.988633309999958,3.596982126381571,3.899024695608396,7.569100172922297
81,6.256127990158229,2.7799882473517292,2.1278704740071244,10.077876443218333,3.5872622327010757,3.90567685000128,7.567667657161369
82,6.248543196081011,2.7722395891160394,2.120346386574312,10.099407100396535,3.594742112095191,3.899744560113131,7.557630140760219
83,6.248543196081011,2.7722395891160394,2.120346386574312,9.982565634397771,3.5654548297144157,3.899744560113131,7.557630140760219
84,6.2682388071524775,2.7729787719879053,2.1326047276870344,10.028341083897839,3.5760041696496714,3.894701868107412,7.561934058651999
85,6.270532301198572,2.775932940197072,2.132998631157877,9.997417736908815,3.585014303501325,3.8986646984269586,7.566234788095285
86,6.278932446177548,2.777777217653148,2.126684764871945,10.116076543713714,3.602201772789605,3.897944574133881,7.584834596887112
87,6.2613517575669775,2.780724748428357,2.123122460094148,10.098997000664731,3.593328173835241,3.8919969241761168,7.616176552243692
88,6.267474066183711,2.8023382835394,2.1165712684445586,10.279158636794419,3.588138700007194,3.8907337785948783,7.657236018338822
89,6.2613517575669775,2.8008798196859104,2.1083949328480207,10.196201392230583,3.5672823393916246,3.8907337785948783,7.662876918554253
90,6.2690034266089345,2.8128827121814832,2.1093942578446385,10.161879856467277,3.5672823393916246,3.8907337785948783,7.6741425220473
91,6.2682388071524775,2.8128827121814832,2.1081949937997075,10.19459373038388,3.5665345292661637,3.8907337785948783,7.685386624667179
92,6.286556259097018,2.8150578982465806,2.1093942578446385,10.04762147729406,3.5620433728703604,3.9025605113504285,7.657236018338821
93,6.288079577108319,2.8143330795403108,2.111179813911568,9.992374663041526,3.5530388617981323,3.9070281635701516,7.644524160895165
94,6.2918857706782365,2.815420216455235,2.11335949237646,9.98634792902631,3.530396501898938,3.9054205756653086,7.65864675077849
95,6.292646649561165,2.816844000794186,2.1131614607944784,9.971930624232034,3.515957958465373,3.905063216834476,7.66569534136148
96,6.294928567488637,2.806857741596419,2.1163270704557133,9.922770654585895,3.512145483033397,3.90363335534182,7.661467200661749
97,6.289602414576659,2.808287182793586,2.110386476379024,9.879761220235517,3.5037390049524295,3.9111325344119927,7.664286298712883
98,6.297209408429387,2.820399366876344,2.1099896618971785,9.866054311545671,3.4574154664056853,3.9120240468227956,7.731543703499839
99,6.297209408429387,2.8182668483351327,2.1078054424625514,9.822675034503856,3.483763964920715,3.9097055637189904,7.724573289917741
100,6.29644924769417,2.8139954936092137,2.104424019722409,9.649792986187768,3.478360517385149,3.9082779142933752,7.6881943040968626
101,6.304045483372732,2.8139954936092137,2.110386476379024,9.655918777445889,3.4960738881065585,3.9132717197793223,7.7426793699174965
102,6.310871915859235,2.8214648389523904,2.114349287922925,9.69866184480387,3.4922331079485973,3.9116674736183072,7.775961862296647
103,6.319202293399667,2.8271385268883304,2.1234272348682883,9.795082419981126,3.5129084093129963,3.918613030392503,7.814558405453374
104,6.319958891330281,2.821819879866067,2.122246022394071,9.87403540047737,3.4937700800082085,3.920213575452697,7.809059821670102
105,6.318445577452783,2.8186224140454765,2.1285359609132315,9.85792085427146,3.4899259963745144,3.9216355679251267,7.839239906932923
106,6.319958891330281,2.8164881426009356,2.1265729580585733,9.883033749722085,3.5129084093129963,3.913984443167607,7.861094353979457
107,6.326007432293223,2.815420216455235,2.124017520266826,9.8613107854716,3.493770080008208,3.9102407572198743,7.900505089332602
108,6.326007432293223,2.814351762399414,2.124017520266826,9.798237437693194,3.4914642913968805,3.9080994103472695,7.869269399239366
109,6.318445577452783,2.8221748626012513,2.123820782211962,9.785731171467134,3.5090916168783415,3.9132717197793214,7.871991957279427
110,6.319202293399667,2.845827540586533,2.119683786410192,9.819579374465066,3.4906952542639336,3.9134499164776466,7.8406081350936825
111,6.324496003421719,2.8879067050519707,2.126180074162085,9.804452377802283,3.4991425595624053,3.921990961115498,7.8255404805462545
112,6.328273694032752,2.8844593618004515,2.1289282785980674,9.766650902019054,3.5167198076043604,3.9253651064170447,7.844710954725847
113,6.33204844945424,2.8899725405625056,2.132454908534379,9.776746731273144,3.5182428612797536,3.9280262391248417,7.796669532326648
114,6.32751839092781,2.88859553072381,2.132846287531945,9.839840619922057,3.537209038417608,3.926074971544727,7.720387106156665
115,6.335820275989502,2.8958153213146027,2.140459560094027,9.832731025754969,3.5349400929881822,3.9299762449223885,7.724573289917742
116,6.337328187923185,2.8910047373474446,2.1389007402843014,9.88151815639864,3.534183356149061,3.9266072606947318,7.780109140679253
117,6.339589179919702,2.9023273687730895,2.134410868868485,9.839570609760237,3.5462659215367,3.9294445501659654,7.745460028779299
118,6.339589179919702,2.9135927526048597,2.130888456033432,9.857688430536827,3.528880277786943,3.929090034925899,7.73154370349984
119,6.330538899104487,2.900957993597319,2.1330419419541684,9.940070534198503,3.5228068775346157,3.9266072606947318,7.700812366630936
120,6.313145257083547,2.8968448072414885,2.1316718697100736,9.908466526662178,3.5258452810611565,3.922346312362196,7.763502705494344
121,6.299489173789044,2.9023273687730886,2.125787095676936,9.899485559302619,3.528880277786942,3.9271394558708477,7.766273657214727
122,6.294928567488636,2.9050635973097814,2.1267693645557566,9.919410767472861,3.4976086622094087,3.927848903336735,7.803556190022233
123,6.299489173789044,2.9248016828538037,2.1338243259797256,9.877583148991507,3.50450431585364,3.929090034925899,7.753794213734319
124,6.298729371424856,2.9139332426351645,2.1312802097593333,9.932007097183142,3.515957958465369,3.927671557118981,7.764888342359337
125,6.304804451353084,2.904721752338787,2.1324549085343794,9.955579154625525,3.5075633848041483,3.922879260617815,7.771811700677612
126,6.322984103908055,2.9023273687730886,2.1385108040431855,9.985714241484253,3.553038861798132,3.928558183928246,7.780109140679253
127,6.317688743438666,2.9036959028678373,2.1338243259797256,9.926944375673424,3.553790373064267,3.927671557118981,7.762116746412504
128,6.310871915859235,2.892380253443814,2.1363644971931874,9.923861830532973,3.5455123320548587,3.9322791735515676,7.775961862296649
129,6.3139028005733175,2.9129116170069778,2.1387057837395727,9.907165885736072,3.550030744072382,3.939177441443856,7.818679038327652
130,6.309355762234237,2.9166552993096384,2.1410437364388484,9.919107133572696,3.56204337287036,3.940767116269637,7.821424556107602
131,6.312387595168786,2.926495129623671,2.1418223154180045,9.921659084320055,3.5552927749038257,3.9414733703624356,7.8008024772365925
132,6.314660225689318,2.932918617522812,2.1429894931239115,9.904701891356288,3.5432503107846,3.9462362801576565,7.8063086376309005
133,6.320715371295565,2.9251404743740905,2.1464860679045006,9.945199790130125,3.5552927749038257,3.9441203562917515,7.766273657214727
134,6.318445577452783,2.9237850014526114,2.1476499454403437,9.9145349185293,3.554541677380282,3.9483507272294287,7.7385059409575385
135,6.3222279775336085,2.9416790706228024,2.148813001961737,9.801024781598882,3.5762401817624663,3.9495834738296547,7.732936804231673
136,6.321471733346385,2.9534185967750366,2.145321367748162,9.738388381786447,3.5836827855286755,3.9495834738296547,7.706411758837164
137,6.321471733346385,2.960099692150488,2.1464860679045006,9.834734042515665,3.568029945374907,3.950463700356309,7.71340355532625
138,6.338081968659152,2.9510755568770177,2.1517170618206,9.77033424128782,3.5888806519112197,3.9455311364315513,7.709209468636748
139,6.334311896439248,2.956761602538541,2.153457049845058,9.78587877817707,3.577730316105018,3.9483507272294287,7.685386624667179
140,6.337328187923185,2.970748773988724,2.1580880886576295,9.78707236614086,3.577730316105018,3.9460600096135283,7.640280751244218
141,6.346365861994486,2.9684235386628095,2.157702663173358,9.741732713530746,3.565038295971095,3.9462362801576556,7.641695562173032
142,6.350878418561734,2.9520800134513157,2.159243827482619,9.742227384030432,3.5635412442525656,3.9435911442414375,7.653001788329057
143,6.350878418561734,2.9393238323309383,2.161168270218428,9.684406119423615,3.5440045268389504,3.945354824848864,7.633201571803731
144,6.3621415777764865,2.95308402503801,2.1680778541847117,9.682412717769168,3.5507830847194923,3.9450021708905014,7.628949956070492
145,6.368887024336007,2.955424991293419,2.1680778541847117,9.687805835451798,3.5575448282932283,3.9516955884675395,7.62327632949498
146,6.37936148254704,2.9399970083516296,2.1630904833679967,9.782367053584414,3.5642898724922043,3.9499355951014588,7.607645423398878
147,6.371882015474113,2.952749403918501,2.165394206136652,9.848953581681013,3.577730316105018,3.955036765868177,7.62469525171486
148,6.375623177690088,2.9640989384556042,2.169992099631872,9.854437360008847,3.5873965482065726,3.955036765868177,7.62469525171486
149,6.3748694729633275,2.964764796446445,2.17018340322232,9.778904187881013,3.586654196360232,3.9610065559117693,7.626113830063743
150,6.371853492636051,2.95876504496364,2.1736231188003656,9.760287558863675,3.582195875947783,3.9622341762639643,7.613334226148507
151,6.38014297087594,2.964431891803206,2.173432209492368,9.84030815316215,3.5851688919329545,3.964512729139511,7.621857063173307
152,6.399680726540331,2.9570956323962116,2.178388771849401,9.950818717228321,3.5999019203542875,3.9662643020355555,7.610490517154838
153,6.399680726540331,2.9517452440632397,2.178388771849401,9.93239395719923,3.599167133982525,3.970114220006343,7.614755561942081
154,6.4101689480941175,2.936629117746197,2.1669282494098336,9.903266069345332,3.5822128092342065,3.967669548432393,7.620437452518785
155,6.407174595211287,2.923106957937737,2.1553882245251947,9.780117418264195,3.5844301689538303,3.965397738096122,7.593399117662592
156,6.385410797181876,2.9183549056424143,2.160398761075253,9.695282630285178,3.5710990912321927,3.962949275600509,7.560499773949849
157,6.398180580614449,2.9200532236205,2.1722862946445014,9.659653496038183,3.5740671515280558,3.9650480783127042,7.534621791210622
158,6.398930710840604,2.92717215104781,2.170763353320873,9.601026325655042,3.6028391141869616,3.9632991765940604,7.538942825340646
159,6.3808958643384,2.92717215104781,2.1612132687818795,9.579240768086084,3.5822128092342065,3.963998857892953,7.507179949343216
160,6.3808958643384,2.907367796606619,2.167522473349767,9.6503526120198,3.5822128092342065,3.9596232070558717,7.5187503113045
161,6.387666704999785,2.915780866804363,2.166949897821071,9.691259307894997,3.549483846240034,3.962949275600509,7.533180728983195
162,6.387666704999785,2.926169360504959,2.1688577173191876,9.523464197989489,3.5427407030121985,3.9727313368944444,7.533180728983195
163,6.379389961666553,2.9573800985689305,2.166949897821071,9.482090338778274,3.5322180137075607,3.9734288555527715,7.527412885881981
164,6.3748694729633275,2.959028247243211,2.1535334360053326,9.515431714049022,3.5479868124667493,3.977262360519374,7.483969269260422
165,6.3778835958098545,2.942492590543791,2.1688577173191876,9.603621693286916,3.5224102496009593,3.9697651012672632,7.486875731363507
166,6.3808958643384,2.939503294780559,2.17798497790635,9.554418249086718,3.5224102496009593,3.9632991765940604,7.478151929884477
167,6.383906281702915,2.9325128265627254,2.1798802285826677,9.58177176470741,3.5359807999164734,3.9638239526502557,7.4796068172693975
168,6.407174595211286,2.951106193576556,2.1874398585692996,9.437699248089736,3.519385310171157,3.9715102952369263,7.483969269260422
169,6.407923354306106,2.9517674227447426,2.1891360914644156,9.47690392643065,3.5254318090502488,3.974997689660286,7.4912326708261325
170,6.396679976389169,2.950775506611414,2.1891360914644156,9.398370678229083,3.5171143811810928,3.9755204551682253,7.466499532537691
171,6.389921575511795,2.945809397579773,2.1900777037589143,9.288761432373775,3.513325249375795,3.971335820792463,7.472328689841899
172,6.401930086964568,2.9524284590266743,2.194214547525298,9.26884735598306,3.5352286599951803,3.9715102952369263,7.489780724488584
173,6.404927633758185,2.9662659380676732,2.2002137020723467,9.311880039391896,3.533723754492254,3.9739518898950545,7.481061336121571
174,6.39968072654033,2.987842222609725,2.19759169675069,9.405751534692623,3.536732731497515,3.980743193279099,7.467957377517433
175,6.39968072654033,3.003407478053273,2.199652186491638,9.393340766410834,3.549483846240034,3.9854360379863714,7.470871955909044
176,6.398930710840602,3.000173388339922,2.1994649731342073,9.353124875738578,3.5352286599951803,3.984393805764846,7.4635827297056005
177,6.417646870697785,3.0195103269771884,2.1990904841353283,9.337071955723292,3.5389872777945843,3.9887341002302366,7.46212377133047
178,6.417646870697785,3.013082637818022,2.1990904841353283,9.259357110174875,3.5389872777945843,3.9882135897301008,7.47669667370827
179,6.413909328960879,3.0092174359924,2.209544954009329,9.313480254895435,3.5254318090502488,3.991681990005599,7.469414851887673
180,6.412413517644016,3.0027610230642425,2.214376980751207,9.269588145947194,3.5163569802756363,3.991681990005599,7.475241048481915
181,6.420634863917265,3.0011440919390364,2.2232617433571074,9.291917099708295,3.5224102496009593,3.9909886240383825,7.495586312012185
182,6.425859498105291,3.0220764183847213,2.2269501104471106,9.397665490812722,3.5299578335666792,3.9941075363624865,7.527412885881981
183,6.410168948094117,3.0281595389024067,2.223630938725589,9.413262189259058,3.517114381181092,3.9960119776173446,7.499936661822986
184,6.410917251684453,3.0281595389024067,2.208427914567887,9.421799337942959,3.517114381181092,3.9972232794743423,7.467957377517433
185,6.41390932896088,3.0303966804476112,2.2046991233566575,9.418620466372976,3.529204021151999,3.999644449864444,7.467957377517433
186,6.39743033581346,3.0323125195414455,2.206005134199975,9.394948599128584,3.5254318090502488,3.994280716262654,7.495586312012185
187,6.386914851048572,3.0589704600696,2.2061916249747218,9.485879846804426,3.5352286599951803,3.9992986852706434,7.478151929884478
188,6.379389961666553,3.0469485436417543,2.2061916249747218,9.435507579568798,3.5389872777945843,3.992721744898444,7.470871955909044
189,6.386914851048572,3.031035468745777,2.204139095818059,9.450558003675164,3.5118081052412404,3.99376114721613,7.366482057781347
190,6.383906281702915,3.0361394750854,2.209917137065106,9.415727489050273,3.4942992128353083,3.987692990726466,7.341199783923199
191,6.388418443694808,3.0386872919940724,2.2119626860684307,9.548940911604516,3.4735983616299637,3.9904684965728556,7.341199783923199
192,6.382401304219389,3.0444097298754844,2.2182697683487236,9.443270478047069,3.481284041882963,3.993068251496362,7.34269011634918
193,6.365060729043313,3.0494846048799737,2.2182697683487236,9.480964210785574,3.4651184481903146,3.989254522268469,7.2540764745964
194,6.35144679775847,3.0608630380066058,2.2206751365377957,9.522695518606628,3.4635737392589565,3.991508663222067,7.291795921872424
195,6.354475399485874,3.058023598887378,2.2054455386215763,9.487870550638775,3.4635737392589565,3.9918553069861757,7.284272379621912
196,6.346900364851842,3.0323125195414455,2.1889477056881934,9.53682000547721,3.4348331272718475,3.991161980239986,7.279753391600982
197,6.337035179024511,3.0079275973660415,2.189701122132266,9.513468019664117,3.3899338110603376,3.9805692457989292,7.342690116349179
198,6.348416313736164,3.0046998445862325,2.1962791646887445,9.529422132591204,3.401033292708086,3.9798733568428584,7.321789484444057
199,,3.0262402740783787,2.202084073943506,9.497707619951933,3.3531262837303846,3.9878665335639725,7.290292022460063
200,,3.0088950438556954,2.2104752586086214,9.538810626518963,3.36277886791633,3.9828297912543102,7.305312876238569
201,,3.014369604101071,2.2104752586086214,9.565287509132114,3.3603691073073447,3.9819605485159113,7.347158751289477
202,,3.013082637818022,2.2121485229085778,9.538062828611062,3.3931099182175353,3.985609708842999,7.354598618971683
203,,3.034864521651101,2.202084073943506,9.591553349597488,3.3539320481795216,3.988560606561351,7.350135875510971
204,,3.0425038082222207,2.200962099270332,9.588108607879027,3.3795845918806586,3.991508663222067,7.294802509245137
205,,3.0425038082222207,2.1880054598600633,9.661355001085763,3.3595653533787018,3.991508663222067,7.314306110372634
206,,3.045044691818911,2.184986715303972,9.630195421717982,3.3571525873919925,3.9958388954482595,7.3158035829167956
207,,3.039960157573033,2.180259021228599,9.560808775509559,3.341009418537423,3.9960119776173446,7.323284964132552
208,,3.014047929634903,2.164084059330234,9.582570606482342,3.297730679784935,3.9876929907264653,7.356085416503729
209,,3.0162987126376217,2.174758112305888,9.524163509043051,3.297730679784935,3.983003610150573,7.367965732592916
210,,3.0188683601262727,2.180259021228599,9.57678842917439,3.2704055674231567,3.983872556460319,7.311309966627864
211,,3.0329507823049795,2.180259021228599,9.531581272348232,3.284519119851185,3.9859570209871054,7.31730065630186
212,,3.023358400392445,2.1812056280042738,9.49805448829924,3.2402531137136568,3.989948280783977,7.29780748334742
213,,3.0310354687457775,2.1783641998806353,9.506316260133598,3.192609180844353,3.9908152580276846,7.294802509245137
214,,3.0329507823049795,2.1772262758215857,9.5735444842195,3.2131407145288082,3.9873458755348494,7.329262908900923
215,,3.055180721369568,2.1897011221322664,9.617020395366541,3.263736364076482,3.9896014211690085,7.3575718227007805
216,,3.0602323480920517,2.192523431189033,9.648020851745375,3.3026672791729546,3.9866515270419485,7.364997993622292
217,,3.0762623829742184,2.197216791801661,9.618208037052952,3.303489111693954,3.9904684965728556,7.35905783784778
218,,3.075009057427759,2.1996521864916385,9.488144791729239,3.253699144558163,3.9925484769096293,7.364997993622292
219,,3.075009057427759,2.198903208481131,9.441353750522698,3.2395283298762543,3.9937611472161305,7.413768063533441
220,,3.097157515941692,2.198528594831349,9.521839846348485,3.195672615871836,3.997915237341453,7.431399387182532
221,,3.0949830339464603,2.192711416906272,9.595163861687876,3.253699144558163,4.004998830235879,7.469414851887672
222,,3.1008805797540373,2.189324456126143,9.569383059906963,3.278512223712005,4.003272629949768,7.5187503113045
223,,3.095293796063948,2.193634827932901,9.527675118851642,3.286729095417376,4.006034085385531,7.576257460575262
224,,3.0790799363247516,2.187071171959684,9.58671777561934,3.286729095417376,3.9968772420225616,7.556194791787215
225,,3.079388388500969,2.189887305356133,9.479535679890025,3.3071551077462074,4.003445293608074,7.4796068172693975
226,,3.0861641812452083,2.1889491185671597,9.356220396150587,3.324186825988787,3.9991257883707827,7.441659210599717
227,,3.087394063094667,2.1992405262115993,9.265409303178812,3.3427111286548796,4.001718220298158,7.450438702687103
228,,3.1133797050687306,2.198680793964189,9.295498026504635,3.2941014691336425,4.0044810719210355,7.48106133612157
229,,3.1118589563733985,2.1923241441460632,9.303023482467623,3.2809801000318295,4.002927273528599,7.475241048481915
230,,3.1252084901829034,2.1917621099495066,9.256078796059324,3.2924650219168496,4.0039632263919795,7.485422684062713
231,,3.1366781465699685,2.196253139812794,9.34100366953885,3.2924650219168496,4.0082759435414355,7.497036793984024
232,,3.1366781465699685,2.196253139812794,9.406954008302725,3.2619974955210966,4.0082759435414355,7.497036793984024
233,,3.1645206892281057,2.1998000729563616,9.380352265946888,3.2411996746978295,4.0082759435414355,7.497036793984024
234,,3.1453946868205196,2.204269789172384,9.443884688100095,3.2702684388781282,4.0082759435414355,7.497036793984024
235,,3.1363770132385222,2.212248639715922,9.422381831283323,3.2818021883496566,4.012926899232099,7.52741288588198
